date,sto_osc,macd,adx,obv,n_atr,log_ret,newsapi,close
2019-01-01,0.45066052155953196,-1.8459662471000857,0.21317594821203387,-8.3799699690272,-0.026225482092384622,0.02513185534819952,0.24,3797.14
2019-01-02,0.41445200096919754,-1.4625950851223521,0.19972073095357984,-7.723721665549791,-0.03507560876379967,0.016045905094793787,0.3,3858.56
2019-01-03,0.41100050276520866,-1.391429958215058,0.1859055680807421,-8.432648909462346,-0.03345376738739858,-0.024073531785738185,0.33,3766.78
2019-01-04,0.40842131724484687,-1.2302246304614888,0.173937236579291,-7.8408629961696175,-0.03588953844991194,0.0066756964269890735,0.48,3792.01
2019-01-05,0.3643790849673206,-1.1478121064302433,0.1615852379448808,-8.404959644011159,-0.04380126452297606,-0.005566610566114471,0.36,3770.96
2019-01-06,0.4753996983408749,-0.5735459944735798,0.16175586855058097,-7.912699491905742,0.020945714104505964,0.055859935212426354,0.31,3987.6
2019-01-07,0.6441618624584141,-0.1908304562316883,0.16191431125587397,-8.839244497027101,-0.04112210213176837,-0.0030515969204376486,0.39,3975.45
2019-01-08,0.7873905157132455,0.07216033255106642,0.1650741454649849,-10.270673602058574,-0.016723672109933085,-0.005124478781474369,0.39,3955.13
2019-01-09,0.8288803684673423,0.30051274172246933,0.16800827723058792,-10.474343761302803,-0.04582231244790702,0.0029084392953749355,0.42,3966.65
2019-01-10,0.5597687569075567,-0.3203447874212973,0.16759567020394533,-12.284377703708868,0.08797560753928169,-0.10091799860589419,0.37,3585.88
2019-01-11,0.3730343886886771,-0.790394968306265,0.17077210239887022,-11.377347075745314,-0.009418320803608937,0.004293757005468074,0.19,3601.31
2019-01-12,0.16909992489928316,-1.1970490441758734,0.1737216465798719,-12.22028101452029,-0.042824014260094745,-0.005060948049945182,0.22,3583.13
2019-01-13,0.1590668868095279,-1.788645238798904,0.18070604642503657,-13.58694394313451,-0.013889641902470329,-0.03012151338560415,0.21,3476.81
2019-01-14,0.18194595713738504,-1.7839782043874703,0.1824031922137875,-13.114331131412545,-0.0010347504117242945,0.04203972603983707,0.16,3626.09
2019-01-15,0.17611243701935794,-2.019008400327749,0.18397911330334193,-14.26143763056201,-0.026090441719556323,-0.02034572872980224,0.27,3553.06
2019-01-16,0.23712012728719156,-2.042056048685574,0.1854424686007853,-13.79875367564042,-0.03558157152326169,0.01085540198408706,0.24,3591.84
2019-01-17,0.23188013789445747,-1.9863199407105145,0.18759781854161622,-13.235489475306355,-0.03322622776305828,0.006761910046847543,0.28,3616.21
2019-01-18,0.2540546274197823,-1.9896140905301858,0.18959921491524492,-14.274155982119904,-0.05087728820604631,-0.005918686880883267,0.29,3594.87
2019-01-19,0.29301511535401725,-1.7693308317631458,0.18188484482862827,-13.822286557764427,-0.021229706529999448,0.01940235819347309,0.31,3665.3
2019-01-20,0.2522142667727392,-1.947773867248134,0.18285629938325065,-14.753688744386924,0.017767229448640176,-0.03498687074880035,0.35,3539.28
2019-01-21,0.21616547334924419,-2.051102519359529,0.1837583643268286,-15.477807756393704,-0.03776822526665513,-0.003504018484372307,0.3,3526.9
2019-01-22,0.17667033959663858,-1.9790327799471807,0.17983151609442907,-14.677066489123119,0.0008788187820700788,0.012406767923614694,0.27,3570.93
2019-01-23,0.1947804261414269,-1.9702779296296153,0.17618515702148663,-15.59357500689558,-0.03253793015355855,-0.005084411725233668,0.33,3552.82
2019-01-24,0.30692414148280606,-1.8864202990317411,0.1727992521680401,-15.130755702914369,-0.04572175097953168,0.004717493206436952,0.37,3569.62
2019-01-25,0.38009904656262145,-1.818369463601913,0.17024355532280197,-16.05147985438381,-0.04230002746629402,-0.0012137505677229684,0.35,3565.29
2019-01-26,0.46245835525162193,-1.7426452031573936,0.15949357320721502,-17.20141948530452,-0.015934182065491465,-1.1219346641478312e-05,0.41,3565.25
2019-01-27,0.44050499736980564,-1.7025655245806224,0.15508405814718954,-18.278630559760607,-0.02696065759339461,-0.004049982419135288,0.39,3550.84
2019-01-28,0.34088935794486797,-1.9732182145526391,0.1595701242108383,-19.649376248093557,0.015784750052993735,-0.033414752855628206,0.35,3434.15
2019-01-29,0.2435061267983296,-2.185847551109644,0.1659442338279432,-20.66682190940055,-0.02618231499652912,-0.006752212225881008,0.21,3411.04
2019-01-30,0.2054271191477567,-2.1767278255552474,0.1677397950299531,-21.139960696493972,-0.026272313593433072,0.013725208982230525,0.22,3458.18
2019-01-31,0.228383052313013,-2.239260697419265,0.16805599829846865,-22.616982714909934,-0.03551246900477689,-0.006987556505922125,0.17,3434.1
2019-02-01,0.27434608733246846,-2.168144942885218,0.16989718975394552,-21.52283017283697,-0.0255151507618111,0.008111793465487807,0.23,3462.07
2019-02-02,0.32696701015026797,-1.9790954077952134,0.16666674992172037,-21.184369006547726,-0.02468752589517509,0.012258221715457639,0.22,3504.77
2019-02-03,0.36635652177465017,-1.9614376995461966,0.1650857311816713,-22.615011854002763,-0.02407207349334617,-0.013402700741218382,0.19,3458.11
2019-02-04,0.38599489410674687,-1.889748723556255,0.16361764235162574,-22.182601290877965,-0.04201955903093968,0.0014765950846030577,0.27,3463.22
2019-02-05,0.3654292590462802,-1.7907066659411188,0.16225441700944063,-21.2556433439891,-0.05324849521367603,0.00241391013288215,0.21,3471.59
2019-02-06,0.3092667135220323,-1.884380512142984,0.16829014092440694,-22.43750345423734,-0.0068414879975324805,-0.019259104839806154,0.14,3405.37
2019-02-07,0.24024024024024015,-1.9292916620891771,0.17389474170258995,-23.37783702845535,-0.04835208811295866,-0.0020488648023813502,0.18,3398.4
2019-02-08,0.37924563498015595,-1.2330818562198218,0.17799829822755758,-20.369598661606865,0.16838677371544875,0.07389608530050837,0.37,3659.04
2019-02-09,0.5941029399976318,-0.7665644152328304,0.18180874357217036,-19.534342318039005,-0.0401748027576736,0.001676629439950937,0.42,3665.18
2019-02-10,0.829310674381831,-0.36009392744010643,0.1834320988520587,-18.504315516798105,-0.026800504309565598,0.0040516090298640325,0.4,3680.06
2019-02-11,0.804992267459035,-0.1481704156645245,0.1849395001833836,-19.629852781117133,-0.029143522734951133,-0.013407193747153196,0.46,3631.05
2019-02-12,0.7699902363062392,0.02426105537737011,0.181890507720986,-18.32462420312086,-0.017897561567923548,0.00011290862262092172,0.38,3631.46
2019-02-13,0.7016613640972448,0.11128428988804581,0.1793050076957379,-19.13386613589514,-0.021403506040452713,-0.006093217726158174,0.48,3609.4
2019-02-14,0.6584923805296644,0.13715777430748774,0.17356488731350797,-19.806249653146384,-0.03334885386171349,-0.0052333743519313155,0.48,3590.56
2019-02-15,0.631685530403906,0.18126786245001475,0.171292228091065,-18.974175434889453,-0.017511794217019094,0.0033115421134242594,0.43,3602.47
2019-02-16,0.6400170143512353,0.24831494370505733,0.16918190167022512,-18.346026464256195,-0.03683589352751904,0.0044149815235669295,0.43,3618.41
2019-02-17,0.7112368693593725,0.40158448434804456,0.1731275014777361,-17.87024588004455,-0.003075257660774766,0.013497341191241524,0.38,3667.58
2019-02-18,0.816528451284016,0.9616101024373734,0.19396858906296058,-14.401703354455103,0.12199243877130561,0.0610854703085456,0.63,3898.6
2019-02-19,0.8765028635456799,1.4235110220680158,0.21689723057664434,-11.990847334115458,0.017014218865385233,0.002354482480497084,0.65,3907.79
2019-02-20,0.9242404643098073,1.8678007633402642,0.23818811198220785,-10.605631080596163,0.0015973964110287397,0.0157286045601741,0.59,3969.74
2019-02-21,0.8991676318595644,2.164524643929424,0.25948328319272157,-11.5619411895368,0.0009356140876097818,-0.00820285235134137,0.59,3937.31
2019-02-22,0.9051878488740336,2.3952834545123713,0.27925737074534146,-10.634987122633621,-0.03301026943398222,0.006251199257121855,0.61,3962.0
2019-02-23,0.8936389609412082,2.764286825005557,0.30528476717042746,-9.281043340860442,0.07678589903951805,0.03856037791205596,0.63,4117.76
2019-02-24,0.6941702768096853,2.6046473883862027,0.30127433029734935,-10.648820306452018,0.22046092229612135,-0.09527229584676795,0.69,3743.56
2019-02-25,0.5388288218205234,2.3599885875350624,0.2975503532009196,-9.281732085637755,-0.006057065145840035,0.02228454438909258,0.47,3827.92
2019-02-26,0.3579355125498102,2.1579698046503353,0.2940923744685206,-10.26003491670844,-0.03944594760520981,-0.004894505754567034,0.4,3809.23
2019-02-27,0.3973656776050845,1.9799463560425212,0.28021844987481337,-9.11253456812945,0.012020506064424952,0.0023179903657044075,0.39,3818.07
2019-02-28,0.38809638164570714,1.8147509055246136,0.27116679230975077,-10.333437949256638,-0.008121433118587262,-0.0011478349635986676,0.39,3813.69
2019-03-01,0.38552862819192973,1.6782388351352824,0.26276168171362124,-9.642183439673394,-0.04880967650042989,0.0024382303359971385,0.42,3823.0
2019-03-02,0.3742814381564527,1.5504612927837835,0.2504908745320807,-10.304080206051148,-0.03409697419245994,-0.0008033568710194448,0.41,3819.93
2019-03-03,0.33983030307522843,1.4106872676809001,0.23909655357779308,-10.964529228948038,-0.04138656198820723,-0.0031936343297798565,0.44,3807.75
2019-03-04,0.24299878847071682,1.1145955108209786,0.2268786044787707,-11.960023115740466,0.02157850563525776,-0.024579034902947085,0.36,3715.3
2019-03-05,0.2402042344037896,1.105832071280663,0.21075447939902728,-10.808598095370288,0.027751822690572636,0.03761949897608185,0.35,3857.73
2019-03-06,0.2672684632063367,1.1259046845363119,0.19855577204006392,-9.996343921503001,-0.0192100228217148,0.0010648262502562917,0.42,3861.84
2019-03-07,0.36736138767202087,1.1505813540016645,0.1872284009210265,-9.103157647811155,-0.034577485207570424,0.0030508796229149976,0.56,3873.64
2019-03-08,0.3718875045039918,1.1440549089151275,0.17549110321791672,-9.932508067953037,0.006087801839482099,-0.002261412368743811,0.54,3864.89
2019-03-09,0.4232172093581888,1.259694537760978,0.1657189501999444,-8.93877706973731,-0.0031366247794111235,0.020018778312975473,0.55,3943.04
2019-03-10,0.5674394460104704,1.309366006384419,0.15664480811182727,-10.243140214533069,-0.0352780458702211,-0.006671899312085172,0.55,3916.82
2019-03-11,0.6671364337088419,1.2490946396426341,0.1488688885718595,-11.663935533036188,-0.006498120042024436,-0.01160965889101032,0.56,3871.61
2019-03-12,0.7297437941495608,1.1951389306958196,0.14210999934407437,-10.963503956976444,-0.02308116504250901,0.0028680732654525684,0.56,3882.73
2019-03-13,0.6734759405655574,1.1124699517197576,0.13583388791827383,-11.88876293154608,-0.03793517261672197,-0.004318133680231907,0.54,3866.0
2019-03-14,0.6795766070993597,1.0508935677357203,0.13377409633389414,-10.942254997410563,-0.0002079142628745867,0.0028722291904868377,0.55,3877.12
2019-03-15,0.7250049823955358,1.076189916821967,0.12889021588121438,-10.433780026593576,-0.027856416023434916,0.011957767776503729,0.55,3923.76
2019-03-16,0.7980828900053073,1.2348142664934503,0.13013181922052877,-10.044015577818515,0.018854842873287536,0.020737866966801063,0.54,4005.98
2019-03-17,0.8374140712148006,1.3210530887326906,0.131284736607035,-11.088595808199909,-0.030738961318423796,-0.006220034276640175,0.58,3981.14
2019-03-18,0.8253116824478682,1.3785834063376459,0.13519919506527,-10.387149291362956,-0.01476670117533374,0.0016739975925546856,0.56,3987.81
2019-03-19,0.8155545369430708,1.4550147880447908,0.13883404934791682,-9.861647624864645,-0.02949982389463557,0.006927135632308982,0.56,4015.53
2019-03-20,0.8629157756647651,1.5498051155150463,0.14450467913317216,-9.131542891692401,-0.022205213098317578,0.006827540584871964,0.55,4043.04
2019-03-21,0.818394736015836,1.5144198940800573,0.13457151917238042,-10.266024306151655,0.06569504989731323,-0.015554273864159942,0.62,3980.64
2019-03-22,0.7660791792208106,1.4607009406415568,0.12534787063735953,-9.502125701810368,-0.04441121183859398,0.0015789007957782457,0.56,3986.93
2019-03-23,0.7026463298010508,1.4351471114217973,0.11761693092538548,-8.841904590343463,-0.04239451444075226,0.004774222311483049,0.5,4006.01
2019-03-24,0.71308277646877,1.3814514487664407,0.11226571058851162,-9.810628717910362,-0.02981919534095334,-0.003458285883080886,0.44,3992.18
2019-03-25,0.6476624563843071,1.2249253103933444,0.11561924337340063,-11.094724915158615,0.013237864758519846,-0.014141981082905222,0.46,3936.12
2019-03-26,0.5736799412878054,1.0946511697775043,0.11873323810222615,-9.867822385120073,-0.022330580922896304,0.0031529563817779935,0.43,3948.55
2019-03-27,0.6327397736490403,1.13814886789087,0.11296757438882776,-8.525627359036504,0.015014057843619977,0.022413479269574252,0.44,4038.05
2019-03-28,0.7340470547263551,1.1609814993217487,0.10761374379781499,-9.556040214418006,-0.042723325457436734,-0.002539098249029031,0.49,4027.81
2019-03-29,0.8615590136946846,1.2886479982008185,0.11342922007300647,-8.393438158673474,0.007856327139316388,0.018556538697443434,0.5,4103.25
2019-03-30,0.8594728608660744,1.3966754616136163,0.12066795212907047,-7.6840260851420705,-0.0019794923535364495,0.0009061877159357366,0.57,4106.97
2019-03-31,0.8834472632542197,1.461519112576851,0.12738963189541563,-8.636573123073585,-0.044898594144040405,-0.0007356057874589337,0.56,4103.95
2019-04-01,0.8945200315101864,1.5583783451674598,0.1385543653065219,-7.6003801395563215,0.004492828053393794,0.009846706404002677,0.62,4144.56
2019-04-02,0.9235407677443273,2.559411166022162,0.18071474187301947,-2.7510335317198984,0.5528838832411,0.15868403825725028,0.6,4857.29
2019-04-03,0.8879420950998553,3.56213787780886,0.2247924957196681,1.0138208144636696,0.2053749984841926,0.015385563184368086,0.71,4932.6
2019-04-04,0.8143618762304634,4.312555818040627,0.2657218385772704,-0.8306984681019834,0.04397539805712891,-0.006904534074751537,0.61,4898.66
2019-04-05,0.7627534829438202,4.8988025141599865,0.3037276569450439,0.3274138762727568,-0.009172321018153795,0.021465724378039223,0.59,5004.95
2019-04-06,0.7889994950587895,5.394137979950231,0.34089173298572845,1.4808439704344372,0.04623776277439262,0.007750187068761612,0.65,5043.89
2019-04-07,0.8543076294212413,5.8048123047195395,0.3756827577277931,2.47664852692422,0.013202807344207868,0.0247473017520111,0.69,5170.27
2019-04-08,0.9031551881452599,6.186790309137231,0.40867389412162697,3.6932913447730225,0.03539161546170977,0.01280480868531322,0.65,5236.9
2019-04-09,0.9209829962918196,6.448045610677989,0.43930852077304405,2.762084373926057,-0.008704998992521862,-0.016733005537734536,0.64,5150.0
2019-04-10,0.9194656623475442,6.541574554341165,0.46941729546598204,3.7778767606980925,0.04086270892357691,0.03026549940412126,0.62,5308.25
2019-04-11,0.8390731705521152,6.616339150920177,0.4775992381519965,2.270466442236183,0.0810622064159261,-0.056356322044451276,0.65,5017.37
2019-04-12,0.7858226155148402,6.312551836588931,0.4797400710836812,3.0299190269909166,0.004845589765736902,0.006088214184202376,0.42,5048.01
2019-04-13,0.7198356865610439,6.032993217852158,0.48223222658503695,2.612162721836614,-0.03855519768095372,-0.0005528458325156903,0.62,5045.22
2019-04-14,0.7448031441628287,5.77996741378218,0.48604727649280055,3.109328621552933,-0.01636563591059248,0.016917777998497762,0.51,5131.3
2019-04-15,0.7325176449548274,5.544737198351448,0.4850498385888303,2.3960590372658372,0.008110809749071413,-0.0209435347386204,0.6,5024.95
2019-04-16,0.7014069006087902,5.281227846833127,0.48511669251021994,3.022243418922711,-0.001094897552040286,0.02917646191506107,0.5,5173.72
2019-04-17,0.6596484979084839,5.155377591898358,0.48626710464465506,3.5867185744883177,-0.04105216480550922,0.005608820722074794,0.61,5202.82
2019-04-18,0.6657074040560196,5.052435814121179,0.4892019032343431,4.184832938979747,-0.038008780988016966,0.010633618530898828,0.64,5258.44
2019-04-19,0.692427886849739,4.957066490400373,0.4930022901442203,4.76888516920219,-0.014315958266313378,4.563987099926502e-05,0.61,5258.68
2019-04-20,0.7282653922512686,4.845717745546205,0.4969808422346136,5.207953775916042,-0.030141821054474494,0.006265179857047562,0.62,5291.73
2019-04-21,0.7268982488676485,4.705509018962063,0.4932585347201816,4.578307899472748,-0.009893416509985653,-0.0067483074901227,0.62,5256.14
2019-04-22,0.7854238738899392,4.581577390043756,0.49324208933495617,5.853164503453806,0.008324046268318064,0.01903333353473849,0.61,5357.14
2019-04-23,0.8147197652407762,4.587924191746613,0.49971207320743816,7.691383929225898,0.039006210615792236,0.02510073764380317,0.68,5493.31
2019-04-24,0.8298376879065203,4.581179649896063,0.5057199153747429,6.368796562389393,0.027416609427220573,-0.014358107778425548,0.65,5415.0
2019-04-25,0.6968921735834753,4.340683032438173,0.4893833963314378,4.780272376556024,0.07928684273700548,-0.03669463583002858,0.58,5219.9
2019-04-26,0.5984147100451819,4.03969859060942,0.47504582176897253,6.185955489439619,0.05336367567932654,0.017885420753669168,0.41,5314.1
2019-04-27,0.525829247387064,3.803673842889324,0.4617323596752548,5.922382891608487,-0.0425812483031317,-0.003470383198314882,0.42,5295.69
2019-04-28,0.5473384615384618,3.5742403481027334,0.44936985915965977,6.73636845229643,-0.04282910773128301,0.0022314006623675086,0.4,5307.52
2019-04-29,0.49159166784964886,3.2992446062362895,0.43033652046907855,6.230852520786794,-0.014579496097522515,-0.013158209353620746,0.42,5238.14
2019-04-30,0.46077391478611324,3.086293028390131,0.41316846967695964,7.186564510027894,-0.015760570958622377,0.015659073915910798,0.42,5320.81
2019-05-01,0.46564986988857393,2.983001089835268,0.40113936764838015,8.314322514355913,-0.03860169395809643,0.011657445489033837,0.51,5383.2
2019-05-02,0.5963052208835342,2.9975532176392585,0.39739813599845547,9.331870076774194,-0.004571366631405449,0.02016789470383966,0.5,5492.87
2019-05-03,0.7511443437722133,3.2616772244156413,0.40556226058127715,10.496395990029399,0.07506542511168535,0.04968728879070665,0.63,5772.69
2019-05-04,0.8667886251584097,3.5884340203546596,0.41478224422693544,11.470576877301099,0.04480013733514476,0.009784479902979898,0.66,5829.45
2019-05-05,0.8865405652496016,3.7897604904363473,0.4233436576121896,10.751224717996463,-0.02021070505405831,-0.009277046336878819,0.67,5775.62
2019-05-06,0.8549958228905596,3.8582561368944965,0.4236648050266064,9.861316743504187,-0.003911447898720777,-0.004830176850003307,0.57,5747.79
2019-05-07,0.8189543791167633,3.923086535107338,0.4312736604091198,10.924945183613438,0.030930430956818133,0.017000391320493122,0.69,5846.34
2019-05-08,0.8561138014038744,4.074224739405804,0.4383390261214537,11.689714042177199,0.01436371655497215,0.02382306462995708,0.63,5987.29
2019-05-09,0.9148735740963093,4.352884294369146,0.4503721808421685,12.549775704634959,0.012562979913548489,0.03638995308503484,0.69,6209.18
2019-05-10,0.9556865640579951,4.721736279388342,0.46631471384848544,13.38159295797074,0.030835808878039828,0.02609325380435614,0.71,6373.33
2019-05-11,0.9292585489864045,5.336035577319239,0.4903448902719806,14.631112798597162,0.25304347292561213,0.10461777088363806,0.76,7076.22
2019-05-12,0.8551946875474608,6.095008542621386,0.5137813462348294,11.065017881329782,0.134360744721725,-0.015510656289321858,0.75,6967.31
2019-05-13,0.8444380456899965,6.705166911363065,0.5383731002982145,12.65853868480499,0.21769481787302136,0.11170278768303202,0.78,7790.71
2019-05-14,0.8399273791911113,7.618717023167941,0.5621972712393388,14.131784198511712,0.07652239940621919,0.019932965098399983,0.78,7947.56
2019-05-15,0.8969899334159577,8.341136406824589,0.5843197156846687,15.309696523567242,0.00011810794380617828,0.027588033554406362,0.77,8169.87
2019-05-16,0.8748111505757504,9.012951856251988,0.5970950835804771,13.185597672411559,0.0388371216429928,-0.037828319319358664,0.75,7866.59
2019-05-17,0.7992902059924819,9.268584706421137,0.576884337515955,10.06367590388572,0.10323339608368265,-0.0672089740226804,0.65,7355.26
2019-05-18,0.6865882251870878,8.884402589040501,0.5581172161703274,8.98774328493417,-0.024278834482440947,-0.013387176062389585,0.67,7257.45
2019-05-19,0.717825410530499,8.339776799161662,0.5521321048412335,9.939730284763083,0.09403737025514403,0.11580287932324414,0.7,8148.48
2019-05-20,0.7846104846318882,8.595134246927698,0.5465745014642178,8.17171884131011,0.01694684456319351,-0.026151156161620965,0.73,7938.15
2019-05-21,0.8598732383742056,8.526427075830107,0.541413869756989,6.871909668068921,-0.032328629887788174,-0.004201225391388315,0.68,7904.87
2019-05-22,0.7830676174248222,8.360481927196805,0.5262507808123211,5.765333969338967,0.010628876624124928,-0.03559696782527974,0.69,7628.43
2019-05-23,0.759371423529959,7.895501435232233,0.5120393320754917,6.68819945042649,-0.0006995180065381135,0.028823812570901875,0.65,7851.51
2019-05-24,0.7515472025837819,7.6323105779128,0.5020055807411691,7.523031822619536,-0.017752590333494078,0.014334751838624633,0.64,7964.87
2019-05-25,0.7844953109293351,7.431319546042962,0.4926885259307266,8.023448120832613,-0.04388634118023693,0.007572136231027321,0.69,8025.41
2019-05-26,0.8402782776007142,7.28506805420691,0.49334948016627417,8.754256603381217,0.07092039784725901,0.07082594606926845,0.67,8614.43
2019-05-27,0.881970290548051,7.493532150033372,0.4959139959088713,9.60001035780723,-0.02461011158505577,0.016337021238058805,0.7,8756.32
2019-05-28,0.9200353486338066,7.66248907069201,0.49537235788021333,8.961144867456452,-0.02815785615067301,-0.00465661248181304,0.71,8715.64
2019-05-29,0.898542589659804,7.677734325062584,0.4909525718818255,8.303407008633872,-0.018313555535078962,-0.008059338653423379,0.71,8645.68
2019-05-30,0.7998225559737088,7.5343367324240615,0.4732479089001864,6.83765550769086,0.0970433586785926,-0.044480889469952975,0.73,8269.54
2019-05-31,0.7417514309940764,7.093041003193708,0.45680786470295004,7.813239365184453,-0.0017001758407799716,0.033937022588327315,0.61,8555.0
2019-06-01,0.6891158951672182,6.862007392256743,0.4421977019447556,7.619264720635481,-0.045008941639383515,-0.001278432275984172,0.62,8544.07
2019-06-02,0.7412667325435837,6.624489992822196,0.4324514015302237,8.60854247388798,-0.02762347199123638,0.02106730762970185,0.63,8725.98
2019-06-03,0.6334927173841848,6.3620463683523685,0.409117473407947,7.94624813030159,0.04014173769766338,-0.07248953939326212,0.66,8115.82
2019-06-04,0.4433734591241748,5.56634937867855,0.38675157720595527,6.200688433093675,0.02312328622130111,-0.05428075025237477,0.42,7687.03
2019-06-05,0.24719098802011644,4.64030362241416,0.3659832450183916,7.3112685762159195,-0.02427192176862014,0.011571872450240297,0.27,7776.5
2019-06-06,0.18186837759720814,3.917388504824067,0.3494927561950599,8.494066180056391,-0.008233812455647804,0.0013107846021940175,0.34,7786.7
2019-06-07,0.2447885895556712,3.4244509861991013,0.3278770950525861,9.24565833340468,-0.016892095721403932,0.024587675191698313,0.27,7980.53
2019-06-08,0.27144592803495154,3.019777408602031,0.3078054097060033,9.18276163564483,-0.026492417840024318,-0.010949987040574167,0.62,7893.62
2019-06-09,0.23901215780603138,2.4529727538591155,0.2950743770404679,8.815257663407927,-0.004097552918316705,-0.03421210818775285,0.62,7628.13
2019-06-10,0.23946623468001899,2.168629063032702,0.28071264413392766,9.846631208372148,0.008910634442578003,0.04544023355758164,0.46,7982.75
2019-06-11,0.23768265344525713,1.9324185091106152,0.2673767492921403,9.336774822179343,-0.021715574358606715,-0.012333425599224334,0.61,7884.9
2019-06-12,0.3398519954837759,1.8915945044087514,0.24909706292866624,10.444662303449784,-0.00570149707068579,0.030321060490252613,0.6,8127.64
2019-06-13,0.4180591194008947,1.9506715862696529,0.23372684902044827,11.414693395823818,-0.023212450300259535,0.011121979204145576,0.63,8218.54
2019-06-14,0.6212431765823047,2.2897035722423156,0.229217191389634,12.23329017593728,0.017499965688337893,0.05116674322298913,0.67,8650.0
2019-06-15,0.8016542091941535,2.702243706943388,0.22908323486810217,13.306373933389095,-0.023308844201729073,0.018180548524939135,0.75,8808.7
2019-06-16,0.8796863694365555,3.1069487684097177,0.2378085111109244,14.6859404332668,0.02350896888331011,0.01628566065736619,0.8,8953.33
2019-06-17,0.8980933543750473,3.599161156448274,0.24773380010322454,15.555748638871105,0.008539873335231762,0.03948881981460599,0.84,9313.96
2019-06-18,0.850877298469256,3.937223628748951,0.256950139881789,14.003996738669576,-0.009414422865966388,-0.025269467050096903,0.83,9081.55
2019-06-19,0.8864670754518806,4.158200462246487,0.26550816967617025,15.470694837781268,-0.015688814549010055,0.01897200608775837,0.82,9255.49
2019-06-20,0.8964859331895777,4.44185108428974,0.27845795910019217,16.540336408266413,-0.003145514603783206,0.027875393047798448,0.81,9517.12
2019-06-21,0.9550217189532213,4.910158474773542,0.29832365886520007,17.404740962278364,0.037209618782283904,0.06535238050167885,0.84,10159.86
2019-06-22,0.9471700408432138,5.575904680956972,0.3251514335068101,18.254571860026,0.12572051218503555,0.05455229470657293,0.83,10729.5
2019-06-23,0.9170469183668313,6.266352922885858,0.3515317152573403,19.292831480718302,0.04701442815358026,0.01632255773409784,0.84,10906.07
2019-06-24,0.8886655690608637,6.822554609174794,0.37602769116854695,20.97418715049171,-0.0008044338256303352,0.013707115321817509,0.8,11056.59
2019-06-25,0.9255528428473677,7.294596212039021,0.40273941084177894,22.064745052344122,0.03996737090126379,0.06683913707811309,0.87,11820.86
2019-06-26,0.9183320070683203,7.931788418020518,0.43415053126412284,22.550501822609355,0.2183274801301327,0.10227306836243236,0.95,13093.8
2019-06-27,0.7975475278164355,9.03930110353457,0.43883632885684065,16.735137378471794,0.24364576417557338,-0.1446856433038797,0.92,11329.99
2019-06-28,0.7031071866484625,8.762374591003272,0.44318742662150723,17.305148573263722,0.05701675994888733,0.09029408534500767,0.62,12400.63
2019-06-29,0.6198745435459455,9.102132906716019,0.44722773168869767,15.66635605235558,0.007021019463580691,-0.04094588702949855,0.74,11903.13
2019-06-30,0.5640313727868429,9.07435755188715,0.4381982084836092,13.790246282074609,0.04253905342825881,-0.09225850195043675,0.78,10854.1
2019-07-01,0.43874736371213807,8.266055501499741,0.4187102465330719,11.838312769782966,0.02538815947594375,-0.021339762238580806,0.65,10624.93
2019-07-02,0.3629241821801286,7.397121823015233,0.39648646685731137,12.809138128195235,0.019935132945830603,0.02030275003104169,0.63,10842.85
